Project Name,Site Name,Site Id,Site Country,Site Coordinates,Layer Name,Layer Parent,Layer Profile,Layer Colour,Layer Texture,Layer Age,Layer Umbrella Culture,Layer Culture,Layer Culture (Mixed),Layer Epoch,Sample Batch Name,Sample Batch Arrival,Fossil Remain,Sample Name,Sample Synonyms,Sample Type,Sample Year of Collection,Sample Provenience,Sample Age,Sample Age Upper,Sample Age Lower,Lysate,ENC Batch,Library,Molecules (qPCR),Efficiency,LNC Batch,Capture,Capture Probe,Sequencing Run,Sequencing Lane,Sequencing Pool,Tag,QC,quicksand version,ReadsRaw,ReadsLengthfiltered,ReadsIdentified,ReadsMapped,ReadsDeduped,DuplicationRate,ReadsBedfiltered,SeqsInAncientTaxa,Ancient,AncientTaxa,OtherTaxa,Subsitutions,QS_ver,CC_reads,CC_percent,RawSeqs,FilteredL35,Identified,%Hominid,Mapped,%Mapped,Unique,Duplication_Rate,5'CT,3'CT,5'CT(95%CI),3'CT(95%CI),cond5'CT(95%CI),cond3'CT(95%CI),MM_Ancient,Deaminated(term3),H_support,H_support_deam,N-HST_support,N-HST_support_deam,N_support,N_support_deam,HST_support,HST_support_deam,D-S_support,D-S_support_deam,D_support,D_support_deam,S_support,S_support_deam,H_der,H_deam_der,N-HST_der,N-HST_deam_der,N_der,N_deam_der,HST_der,HST_deam_der,D-S_der,D-S_deam_der,D_der,D_deam_der,S_der,S_deam_der
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.2,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7693,freshkills id:SP6856;Field Id:M202,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1472,LyB-20180127-EZ,Lib.G.714,197950000000,55.87,Pl_288,Cap.E.7451,AA75,190327_D00829_0240,lane1,P.A.884,Screening,Pass,v2.3,1771047,1221827,263236,199119,128571,1.55,125207,128571,++,Bovidae(37178[26.53%]) Canidae(2528[1.81%]) Cervidae(6321[4.54%]) Elephantidae(2787[2.01%]) Equidae(11052[8.03%]) Hyaenidae(58194[41.29%]) Rhinocerotidae(9042[6.55%]) Ursidae(1469[1.03%]),-,"Bovidae(38.5[37.4-39.6],20.8[19.9-21.7]) Canidae(45.6[41.3-49.8],24.6[21.2-28.2]) Cervidae(45.9[43.4-48.5],24.7[22.4-27.0]) Elephantidae(42.4[38.6-46.2],25.2[21.8-28.8]) Equidae(42.4[40.4-44.4],26.4[24.8-28.1]) Hyaenidae(39.2[38.4-40.0],21.6[20.9-22.3]) Rhinocerotidae(41.7[39.6-43.8],24.9[23.1-26.8]) Ursidae(39.2[33.6-45.1],26.4[21.7-31.5])",2.3,13.9,0.000785,1771047,1755286,520,0.0,84,16.2,66,1.27,54.5,4.8,23.4-83.3,0.1-23.8,0.0-97.5,0.0-70.8,+,11,NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 3),0.0% (0 / 1),0.0% (0 / 4),NA% (0 / 0),^^73.3% (11 / 15),^^60.0% (3 / 5),12.5% (1 / 8),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),,,,,,,,,(2955:11),(2955:3),(16081:1),,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.2,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7693,freshkills id:SP6856;Field Id:M202,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1472,LyB-20180127-EZ,Lib.G.714,197950000000,55.87,Pl_288,Cap.E.7365,AA163,190327_D00829_0240,lane2,P.A.888,Screening,Pass,v2.3,1660629,1146215,1781,686,349,1.97,0,349,++,Hominidae(349[0.56%]),-,"Hominidae(41.5[30.7-52.9],17.8[10.9-26.7])",2.3,8.4,0.000506,1660629,1646261,1781,0.6,686,38.5,349,1.97,41.5,17.8,30.7-52.9,10.9-26.7,6.8-93.2,1.9-45.4,++,76,^^^95.2% (20 / 21),^^^80.0% (4 / 5),5.9% (1 / 17),0.0% (0 / 2),0.0% (0 / 10),0.0% (0 / 3),0.0% (0 / 28),0.0% (0 / 7),^^22.1% (19 / 86),^25.0% (5 / 20),1.5% (1 / 65),0.0% (0 / 9),0.0% (0 / 28),0.0% (0 / 5),(2831:2)(5387:1)(5821:2)(5840:2)(6452:1)(8065:1)(8461:2)(9869:1)(10307:1)(10324:1)(10750:1)(13359:1)(13656:3)(15667:1),(8461:1)(10307:1)(10324:1)(13656:1),(10373:1),,,,,,(2955:19),(2955:5),(16081:1),,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.2,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7694,freshkills id:SP6857;Field Id:M203,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1473,LyB-20180127-EZ,Lib.G.715,120350000000,57.77,Pl_288,Cap.E.7452,AA75,190327_D00829_0240,lane1,P.A.884,Screening,Pass,v2.3,1739472,1124613,242800,207805,133413,1.56,129629,133413,++,Bovidae(36288[24.94%]) Canidae(2615[1.83%]) Cervidae(5955[4.15%]) Elephantidae(5051[3.55%]) Equidae(12633[8.95%]) Hyaenidae(55721[38.54%]) Rhinocerotidae(13655[9.64%]) Ursidae(1495[1.02%]),-,"Bovidae(39.6[38.5-40.8],24.1[23.2-25.1]) Canidae(44.3[40.0-48.7],28.0[24.4-31.8]) Cervidae(43.4[40.7-46.2],25.9[23.5-28.4]) Elephantidae(42.9[39.9-45.8],26.5[24.0-29.2]) Equidae(39.2[37.3-41.0],23.6[22.1-25.2]) Hyaenidae(38.6[37.7-39.4],22.4[21.7-23.2]) Rhinocerotidae(40.5[38.8-42.3],25.7[24.1-27.3]) Ursidae(39.1[33.8-44.6],24.5[20.0-29.4])",2.3,17.6,0.00101,1739472,1720003,492,0.0,92,18.7,59,1.56,57.1,10.0,28.9-82.3,1.2-31.7,N/A-N/A,0.0-70.8,+,17,NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),^^86.7% (13 / 15),^^87.5% (7 / 8),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),,,,,,,,,(2955:13),(2955:7),,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.2,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7694,freshkills id:SP6857;Field Id:M203,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1473,LyB-20180127-EZ,Lib.G.715,120350000000,57.77,Pl_288,Cap.E.7366,AA163,190327_D00829_0240,lane2,P.A.888,Screening,Pass,v2.3,1512988,976765,0,0,0,0,0,0,-,-,-,-,2.3,15.0,0.000991,1512988,1497081,1389,0.5,512,36.9,252,2.03,40.0,23.9,27.0-54.1,14.6-35.5,0.6-80.6,0.4-64.1,++,72,^^^70.0% (7 / 10),0.0% (0 / 1),0.0% (0 / 11),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 3),0.0% (0 / 17),0.0% (0 / 4),^^42.0% (29 / 69),^^41.2% (7 / 17),7.1% (2 / 28),0.0% (0 / 4),0.0% (0 / 19),0.0% (0 / 6),(2056:1)(8461:1)(10750:1)(13359:1)(13656:1)(15148:2),,,,,,,,(2284:1)(2955:28),(2955:7),(8784:1)(15562:1),,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.2,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7695,freshkills id:SP6858;Field Id:M204,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1474,LyB-20180127-EZ,Lib.G.716,154037500000,58.89,Pl_288,Cap.E.7453,AA75,190327_D00829_0240,lane1,P.A.884,Screening,Pass,v2.3,1999242,1340725,336530,284765,191673,1.49,186498,191673,++,Bovidae(82383[39.75%]) Canidae(2081[1.02%]) Cervidae(5892[2.87%]) Elephantidae(1861[0.91%]) Equidae(6647[3.29%]) Hyaenidae(41087[19.92%]) Rhinocerotidae(51722[25.57%]),-,"Bovidae(35.7[35.0-36.4],22.2[21.6-22.8]) Canidae(36.9[32.4-41.5],29.8[25.8-34.1]) Cervidae(47.8[45.1-50.5],29.2[26.8-31.7]) Elephantidae(43.2[38.4-48.1],24.5[20.4-29.0]) Equidae(44.0[41.5-46.5],28.0[25.9-30.2]) Hyaenidae(39.3[38.4-40.3],23.4[22.5-24.2]) Rhinocerotidae(38.3[37.5-39.2],23.4[22.7-24.2])",2.3,0.7,3.4e-05,1999242,1977598,587,0.0,104,17.7,71,1.46,44.4,12.0,13.7-78.8,2.5-31.2,N/A-N/A,0.0-84.2,+,13,NA% (0 / 0),NA% (0 / 0),50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),^^85.7% (6 / 7),100.0% (1 / 1),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),,,(4204:1),,,,,,(868:1)(2955:5),(2955:1),,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.2,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7695,freshkills id:SP6858;Field Id:M204,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1474,LyB-20180127-EZ,Lib.G.716,154037500000,58.89,Pl_288,Cap.E.7367,AA163,190327_D00829_0240,lane2,P.A.888,Screening,Pass,v2.3,1787767,1184651,0,0,0,0,0,0,-,-,-,-,2.3,0.7,3.8e-05,1787767,1768673,1268,0.3,376,29.7,226,1.66,40.0,21.3,26.4-54.8,11.9-33.7,4.3-77.7,5.3-85.3,++,48,^^^100.0% (6 / 6),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 1),16.7% (1 / 6),NA% (0 / 0),0.0% (0 / 8),0.0% (0 / 2),^^^30.0% (15 / 50),^^35.7% (5 / 14),3.7% (1 / 27),0.0% (0 / 3),0.0% (0 / 10),0.0% (0 / 1),(2523:1)(5580:1)(7868:1)(7891:1)(8021:1)(9325:1),,,,(9027:1),,,,(2955:13)(10670:1)(13968:1),(2955:5),(5447:1),,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 9,,Main Chamber,,,"40,000 - 13,000 years",Upper Paleolithic,Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7696,freshkills id:SP6859;Field Id:M205,Sediment,2018,,"40,000 - 13,000 years",40000,13000,Lys.A.1475,LyB-20180127-EZ,Lib.G.717,128662500000,122.19,Pl_288,Cap.E.7454,AA75,190327_D00829_0240,lane1,P.A.884,Screening,Pass,v2.3,1737034,1136291,227174,181270,107816,1.68,104284,107816,++,Bovidae(29897[24.97%]) Canidae(3750[3.18%]) Cervidae(4217[3.6%]) Elephantidae(1465[1.24%]) Equidae(7491[6.48%]) Hyaenidae(55536[46.84%]) Rhinocerotidae(2703[2.33%]) Ursidae(2757[2.31%]),-,"Bovidae(36.8[35.6-38.1],22.9[21.8-23.9]) Canidae(40.6[37.1-44.1],24.3[21.5-27.4]) Cervidae(44.9[41.7-48.1],27.3[24.4-30.5]) Elephantidae(45.7[40.0-51.4],29.4[24.6-34.7]) Equidae(39.1[36.7-41.6],23.0[21.0-25.1]) Hyaenidae(36.8[35.9-37.6],23.4[22.7-24.2]) Rhinocerotidae(39.1[35.2-43.2],31.8[28.1-35.7]) Ursidae(33.5[29.7-37.5],20.6[17.4-24.1])",2.3,17.0,0.000979,1737034,1718940,736,0.1,201,27.3,134,1.5,20.0,8.3,8.4-36.9,1.8-22.5,0.0-97.5,0.0-70.8,-,15,^^^100.0% (7 / 7),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 1),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 1),^^33.3% (10 / 30),^42.9% (3 / 7),0.0% (0 / 25),0.0% (0 / 5),0.0% (0 / 16),0.0% (0 / 2),(2523:2)(6452:1)(11590:1)(13095:1)(13359:1)(15355:1),,,,,,,,(2955:9)(11147:1),(2955:3),,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 9,,Main Chamber,,,"40,000 - 13,000 years",Upper Paleolithic,Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7696,freshkills id:SP6859;Field Id:M205,Sediment,2018,,"40,000 - 13,000 years",40000,13000,Lys.A.1475,LyB-20180127-EZ,Lib.G.717,128662500000,122.19,Pl_288,Cap.E.7368,AA163,190327_D00829_0240,lane2,P.A.888,Screening,Pass,v2.3,1212565,796884,2572,1320,633,2.09,0,0,-,-,Hominidae(633[1.38%]),"Hominidae(12.6[7.7-19.0],6.7[3.3-12.0])",2.3,17.5,0.00144,1212565,1200372,2572,1.4,1320,51.3,633,2.09,12.6,6.7,7.7-19.0,3.3-12.0,0.0-97.5,0.0-52.2,-,50,^^^97.1% (68 / 70),^66.7% (2 / 3),0.0% (0 / 57),NA% (0 / 0),0.0% (0 / 40),NA% (0 / 0),0.0% (0 / 73),0.0% (0 / 4),^9.2% (18 / 195),^^35.3% (6 / 17),0.0% (0 / 161),0.0% (0 / 8),1.1% (1 / 88),33.3% (1 / 3),(2523:2)(2831:3)(4904:3)(4940:3)(5387:1)(5580:2)(5840:1)(6266:1)(6452:3)(6641:2)(7868:2)(8021:2)(8065:3)(8461:2)(8503:1)(9325:4)(9869:6)(10307:2)(11590:2)(12474:3)(13095:3)(13359:2)(13656:2)(15148:2)(15355:3)(15443:3)(15649:2)(15667:3),(5580:1)(9869:1),,,,,,,(2955:16)(11147:1)(15490:1),(2955:6),,,(6368:1),(6368:1)
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 9,,Main Chamber,,,"40,000 - 13,000 years",Upper Paleolithic,Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7697,freshkills id:SP6860;Field Id:M206,Sediment,2018,,"40,000 - 13,000 years",40000,13000,Lys.A.1481,LyB-20180128-EZ,Lib.G.718,62937500000,92.82,Pl_288,Cap.E.7455,AA75,190327_D00829_0240,lane1,P.A.884,Screening,Pass,v2.3,1825475,1075945,183171,147790,46280,3.19,45035,45943,++,Bovidae(3822[7.67%]) Canidae(1681[3.41%]) Cervidae(2523[5.15%]) Elephantidae(341[0.69%]) Equidae(21275[43.62%]) Hyaenidae(13407[26.8%]) Rhinocerotidae(1012[2.06%]) Ursidae(1882[3.75%]),Hominidae(337[0.69%]),"Bovidae(51.7[48.5-55.0],30.6[27.6-33.6]) Canidae(51.6[46.6-56.6],35.3[30.7-40.1]) Cervidae(52.7[48.6-56.8],33.0[29.2-36.9]) Elephantidae(58.9[46.8-70.3],25.3[16.7-35.5]) Equidae(44.2[42.9-45.6],28.9[27.6-30.1]) Hominidae(7.4[2.1-17.9],2.7[0.3-9.4]) Hyaenidae(48.4[46.7-50.0],32.1[30.5-33.6]) Rhinocerotidae(50.9[44.8-57.1],30.8[25.5-36.5]) Ursidae(45.7[41.1-50.3],35.2[30.8-39.8])",2.3,1.6,8.5e-05,1825475,1796742,2163,0.7,1038,48.0,337,3.08,7.4,2.7,2.1-17.9,0.3-9.4,N/A-N/A,N/A-N/A,-,11,^^^100.0% (26 / 26),100.0% (1 / 1),0.0% (0 / 34),NA% (0 / 0),0.0% (0 / 33),0.0% (0 / 3),0.0% (0 / 32),0.0% (0 / 2),^^32.9% (28 / 85),^40.0% (2 / 5),0.0% (0 / 92),NA% (0 / 0),0.0% (0 / 47),NA% (0 / 0),(2523:5)(2831:3)(5580:1)(6266:1)(6641:1)(7868:2)(7891:1)(8021:2)(10324:1)(10750:1)(11590:1)(13095:1)(13359:6),(7868:1),,,,,,,(2955:28),(2955:2),,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 9,,Main Chamber,,,"40,000 - 13,000 years",Upper Paleolithic,Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7697,freshkills id:SP6860;Field Id:M206,Sediment,2018,,"40,000 - 13,000 years",40000,13000,Lys.A.1481,LyB-20180128-EZ,Lib.G.718,62937500000,92.82,Pl_288,Cap.E.7369,AA163,190327_D00829_0240,lane2,P.A.888,Screening,Pass,v2.3,1727095,1013378,14882,11037,928,11.89,0,0,-,-,Hominidae(928[6.51%]),"Hominidae(5.5[2.4-10.5],2.1[0.6-5.2])",2.3,1.6,9.4e-05,1727095,1700517,14882,6.5,11037,74.2,928,11.89,5.5,2.1,2.4-10.5,0.6-5.2,N/A-N/A,0.0-70.8,-,28,^^^98.9% (94 / 95),^^^100.0% (5 / 5),0.0% (0 / 148),0.0% (0 / 4),0.0% (0 / 94),0.0% (0 / 4),0.0% (0 / 99),0.0% (0 / 3),^10.7% (25 / 234),25.0% (2 / 8),0.0% (0 / 260),0.0% (0 / 3),0.0% (0 / 124),0.0% (0 / 1),(2056:2)(2523:9)(2831:5)(4904:1)(4940:2)(5387:1)(5580:1)(6266:2)(6452:2)(6641:3)(7868:7)(7891:3)(8021:2)(8065:4)(8503:2)(9325:2)(9869:2)(10307:3)(10324:4)(10750:5)(11590:4)(12474:1)(13095:1)(13359:9)(13656:2)(13889:2)(15148:3)(15355:1)(15443:1)(15649:5)(15667:3),(2523:1)(6641:1)(7868:2)(15148:1),,,,,,,(2955:24)(11503:1),(2955:2),,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 9,,Main Chamber,,,"40,000 - 13,000 years",Upper Paleolithic,Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7698,freshkills id:SP6861;Field Id:M207,Sediment,2018,,"40,000 - 13,000 years",40000,13000,Lys.A.1482,LyB-20180128-EZ,Lib.G.719,13062500000,71.68,Pl_288,Cap.E.7456,AA75,190327_D00829_0240,lane1,P.A.884,Screening,Pass,v2.3,1594353,959188,3276,1895,59,32.12,17,0,-,-,Cercopithecidae(2[3.38%]) Hominidae(42[71.18%]) Hyaenidae(15[25.42%]),"Cercopithecidae(N/A[N/A-N/A],N/A[N/A-N/A]) Hominidae(0.0[0.0-70.8],0.0[0.0-21.8]) Hyaenidae(33.3[0.8-90.6],25.0[0.6-80.6])",2.3,48.2,0.003025,1594353,1560467,1442,73.7,1342,93.1,42,31.95,0.0,0.0,0.0-70.8,0.0-21.8,N/A-N/A,N/A-N/A,-,0,^^^100.0% (3 / 3),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),11.1% (2 / 18),NA% (0 / 0),0.0% (0 / 13),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0),(2056:1)(4904:1)(9325:1),,,,,,,,(6935:1)(6938:1),,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 9,,Main Chamber,,,"40,000 - 13,000 years",Upper Paleolithic,Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7698,freshkills id:SP6861;Field Id:M207,Sediment,2018,,"40,000 - 13,000 years",40000,13000,Lys.A.1482,LyB-20180128-EZ,Lib.G.719,13062500000,71.68,Pl_288,Cap.E.7370,AA163,190327_D00829_0240,lane2,P.A.888,Screening,Pass,v2.3,1466575,870979,19977,12616,64,197.12,0,0,-,-,Hominidae(64[100.0%]),"Hominidae(0.0[0.0-36.9],0.0[0.0-15.4])",2.3,46.0,0.003137,1466575,1437277,19977,100.0,12616,63.2,64,197.12,0.0,0.0,0.0-36.9,0.0-15.4,N/A-N/A,N/A-N/A,-,0,^^^100.0% (7 / 7),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 17),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),14.8% (4 / 27),NA% (0 / 0),0.0% (0 / 17),NA% (0 / 0),0.0% (0 / 16),NA% (0 / 0),(2056:1)(4904:2)(9325:2)(15649:1)(15667:1),,,,,,,,(6935:2)(6938:2),,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 12.3,Layer 12,Main Chamber,,,"78,000 - 52,000 years",Middle Palaeolithic,Altai Middle Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7699,freshkills id:SP6862;Field Id:M208,Sediment,2018,,"78,000 - 52,000 years",78000,52000,Lys.A.1483,LyB-20180128-EZ,Lib.G.720,38375000000,8.74,Pl_288,Cap.E.7457,AA75,190327_D00829_0240,lane1,P.A.884,Screening,Pass,v2.3,1841786,1163311,258878,239462,109180,2.19,105655,109180,++,Bovidae(24043[20.79%]) Canidae(3660[3.24%]) Cervidae(29908[26.24%]) Elephantidae(2076[1.84%]) Equidae(5355[4.8%]) Felidae(646[0.56%]) Hyaenidae(38796[34.01%]) Rhinocerotidae(4696[4.19%]),-,"Bovidae(46.2[44.9-47.5],19.4[18.5-20.5]) Canidae(47.3[43.9-50.6],22.8[20.1-25.7]) Cervidae(43.7[42.6-44.9],20.1[19.1-21.0]) Elephantidae(44.9[40.5-49.3],20.9[17.4-24.7]) Equidae(46.0[43.3-48.8],22.1[20.0-24.4]) Felidae(59.3[51.4-66.8],22.8[17.1-29.4]) Hyaenidae(43.4[42.4-44.4],19.3[18.5-20.1]) Rhinocerotidae(48.6[45.7-51.6],23.3[20.9-25.8])",2.3,46.9,0.002548,1841786,1817087,440,0.1,163,37.0,60,2.72,50.0,6.2,18.7-81.3,0.2-30.2,N/A-N/A,0.0-84.2,+,11,100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 2),^^^76.2% (16 / 21),^66.7% (2 / 3),^66.7% (2 / 3),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),(2523:1),,,,,,,,(868:1)(2955:14)(8203:1),(2955:2),(16245:1)(16487:1),,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 12.3,Layer 12,Main Chamber,,,"78,000 - 52,000 years",Middle Palaeolithic,Altai Middle Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7699,freshkills id:SP6862;Field Id:M208,Sediment,2018,,"78,000 - 52,000 years",78000,52000,Lys.A.1483,LyB-20180128-EZ,Lib.G.720,38375000000,8.74,Pl_288,Cap.E.7371,AA163,190327_D00829_0240,lane2,P.A.888,Screening,Pass,v2.3,1479490,925939,2806,1313,188,6.98,0,0,+,-,Hominidae(188[0.66%]),"Hominidae(33.9[21.8-47.8],13.1[5.8-24.2])",2.3,41.2,0.002784,1479490,1460269,2806,0.7,1313,46.8,188,6.98,33.9,13.1,21.8-47.8,5.8-24.2,0.0-70.8,0.0-33.6,+,49,^^^71.4% (10 / 14),0.0% (0 / 1),0.0% (0 / 10),0.0% (0 / 1),0.0% (0 / 7),0.0% (0 / 3),0.0% (0 / 16),0.0% (0 / 4),^^^60.0% (24 / 40),^^^87.5% (7 / 8),^^^40.0% (12 / 30),^^^66.7% (4 / 6),0.0% (0 / 16),0.0% (0 / 4),(2056:1)(2523:1)(6641:1)(8065:1)(8461:1)(10750:2)(11590:1)(13095:1)(13656:1),,,,,,,,(868:1)(1761:1)(2955:7)(3714:1)(7232:1)(7705:1)(8140:1)(8152:1)(8203:3)(8545:1)(11503:1)(13968:2)(14007:1)(14020:1)(14073:1),(2955:3)(8203:1)(8545:1)(13968:1)(14073:1),(736:1)(928:1)(4659:1)(5270:1)(5447:2)(10742:1)(11864:1)(13923:1)(14662:1)(16245:1)(16487:1),(5447:1)(10742:1)(11864:1)(13923:1),,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 12.3,Layer 12,Main Chamber,,,"78,000 - 52,000 years",Middle Palaeolithic,Altai Middle Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7700,freshkills id:SP6863;Field Id:M209,Sediment,2018,,"78,000 - 52,000 years",78000,52000,Lys.A.1484,LyB-20180128-EZ,Lib.G.721,60612500000,18.17,Pl_288,Cap.E.7458,AA75,190327_D00829_0240,lane1,P.A.884,Screening,Pass,v2.3,1770880,1116883,264359,248317,137772,1.8,133257,137772,++,Bovidae(29041[19.81%]) Canidae(1683[1.16%]) Cervidae(17550[12.12%]) Elephantidae(1871[1.3%]) Equidae(8357[5.89%]) Felidae(1450[1.0%]) Hyaenidae(73761[50.65%]) Rhinocerotidae(4059[2.85%]),-,"Bovidae(43.9[42.8-45.1],20.2[19.3-21.2]) Canidae(41.1[36.0-46.3],20.7[16.9-24.9]) Cervidae(42.7[41.2-44.2],19.6[18.5-20.9]) Elephantidae(42.8[38.3-47.5],18.5[15.2-22.3]) Equidae(46.5[44.3-48.6],22.3[20.6-24.0]) Felidae(49.7[44.4-55.0],24.9[21.0-29.2]) Hyaenidae(35.4[34.7-36.1],15.7[15.1-16.2]) Rhinocerotidae(51.7[48.6-54.8],28.3[25.6-31.2])",2.3,88.4,0.004991,1770880,1748207,570,0.0,119,20.9,69,1.72,60.0,11.1,32.3-83.7,2.4-29.2,N/A-N/A,0.0-52.2,+,17,0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),^^^100.0% (17 / 17),^^100.0% (5 / 5),^30.0% (3 / 10),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),,,,,,,,,(2955:15)(4991:1)(6242:1),(2955:5),(5021:1)(10966:1)(13434:1),,,
